age,gender,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,Churn 
53,F,Village,Basic Membership,2016-08-09,?,CID14887,Credit/Debit Card Offers,Smartphone,Fiber_Optic,-999,33.71,24304.92,557.78,Yes,No,Yes,Solved,Poor Customer Service,0
25,M,Town,Gold Membership,2016-03-09,Yes,CID39294,Without Offers,Desktop,Mobile_Data,14,1420194044793280.0,11762.62,809.16,Yes,No,No,Not Applicable,Reasonable Price,0
60,M,Town,Basic Membership,2015-06-05,Yes,CID55064,Credit/Debit Card Offers,Smartphone,Mobile_Data,17,451.36,29842.44,704.53,Yes,No,No,Not Applicable,Poor Website,1
60,F,Town,Gold Membership,2017-07-07,Yes,CID2732,Without Offers,Desktop,Wi-Fi,13,231.9,45999.71,701.77,No,Yes,No,Not Applicable,Poor Product Quality,1
48,M,City,No Membership,2015-04-02,Yes,CID20206,Credit/Debit Card Offers,Smartphone,Wi-Fi,19,144.23,49930.68,653.21,No,Yes,Yes,Solved in Follow-up,Poor Website,1
63,M,Town,Basic Membership,2017-12-22,Yes,CID14068,Gift Vouchers/Coupons,Both,Mobile_Data,7,608.16,2772.1,660.49,Yes,Yes,No,Not Applicable,Poor Website,1
14,F,City,Silver Membership,2017-07-09,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,14,87.06,2618.3,642.24,No,Yes,Yes,No Information Available,Poor Product Quality,1
23,M,City,Basic Membership,2016-02-29,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,13,171.56,26230.5,539.34,No,Yes,Yes,No Information Available,No reason specified,1
48,F,Village,Silver Membership,2016-06-28,Yes,CID40110,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17,34.62,3469.07,709.08,No,Yes,Yes,Solved,Poor Website,1
40,M,City,No Membership,2016-03-13,Yes,CID12641,Credit/Debit Card Offers,Smartphone,Wi-Fi,11,56.91,37571.62,1.13585057637086e+16,Yes,No,No,Not Applicable,Poor Customer Service,1
53,M,Town,Premium Membership,2015-12-05,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,7,59.33,8195.65,1314328625597780.0,Yes,No,No,Not Applicable,Poor Website,1
52,M,City,Premium Membership,2016-05-20,Yes,CID35752,Gift Vouchers/Coupons,Smartphone,Wi-Fi,10,58.18,13140.2,755.08,No,Yes,No,Not Applicable,Too many ads,1
20,F,Town,Gold Membership,2017-09-08,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,7,201.21,66618.1,849.69,No,Yes,No,Not Applicable,Reasonable Price,0
26,F,City,Silver Membership,2017-12-04,Yes,CID50740,Credit/Debit Card Offers,Both,Wi-Fi,19,425.78,21217.41,9756256663925680.0,Yes,Yes,No,Not Applicable,Reasonable Price,0
63,M,Town,Gold Membership,2016-04-27,?,CID6788,Without Offers,Both,Mobile_Data,9,434.79,15610.91,765.23,No,Yes,No,Not Applicable,Poor Customer Service,1
56,M,Town,No Membership,2016-07-23,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,21,255.4,48878.33,604.35,Yes,Yes,No,Not Applicable,Poor Website,1
53,M,City,No Membership,2015-09-21,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18,31.89,39786.85,697.55,No,Yes,No,Not Applicable,Poor Customer Service,1
53,M,Village,Premium Membership,2016-06-13,Yes,CID5364,Without Offers,?,Mobile_Data,2,290.06,45800.26,788.35,No,Yes,No,Not Applicable,Poor Website,1
50,F,Town,Premium Membership,2015-03-07,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,23,154.8,36209.17,740.0,Yes,No,Yes,No Information Available,Too many ads,1
63,M,City,Basic Membership,2015-11-26,No,xxxxxxxx,Without Offers,Both,Mobile_Data,11,427.11,30759.89,672.08,Yes,No,Yes,No Information Available,Poor Website,1
47,F,City,No Membership,2016-07-07,?,CID42942,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16,122.88,17282.35,652.49,No,Yes,Yes,No Information Available,Poor Website,0
45,F,City,No Membership,2015-02-06,Yes,CID59766,Gift Vouchers/Coupons,Desktop,Mobile_Data,7,576.73,5923.2,512.69,Yes,No,No,Not Applicable,Too many ads,1
36,M,Town,No Membership,2016-12-25,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,19,123.5,36677.56,631.87,Yes,No,No,Not Applicable,Too many ads,1
62,M,City,No Membership,2017-08-16,Yes,CID21726,Without Offers,?,Fiber_Optic,20,718.36,30785.92,717.74,Yes,No,No,Not Applicable,Too many ads,1
48,M,City,Silver Membership,2015-03-18,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13,188.98,33488.89,724.24,Yes,No,No,Not Applicable,Poor Website,1
55,F,City,Gold Membership,2015-08-29,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,14,173.08,13788.92,5437364187610660.0,Yes,No,Yes,No Information Available,No reason specified,1
63,M,Town,Platinum Membership,2015-07-03,Yes,CID60178,Gift Vouchers/Coupons,Both,Mobile_Data,3,613.62,73309.39,758.68,Yes,No,No,Not Applicable,Products always in Stock,0
62,M,City,Platinum Membership,2016-07-25,Yes,CID44215,Credit/Debit Card Offers,?,Fiber_Optic,9,778.68,3244.53,-1.84519595430378e+16,No,Yes,No,Not Applicable,User Friendly Website,0
26,F,Village,Gold Membership,2015-07-04,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,10,73.03,49729.97,718.81,No,Yes,Yes,Solved,Poor Website,0
26,M,Town,Silver Membership,2017-10-22,Yes,CID3887,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,3,-941248572078775.0,15648.55,717.53,Yes,No,Yes,No Information Available,No reason specified,1
32,M,City,Silver Membership,2016-12-19,?,CID62275,Credit/Debit Card Offers,Desktop,Mobile_Data,4,72.83,48358.64,748.07,No,Yes,No,Not Applicable,Poor Website,1
32,F,City,Gold Membership,2017-05-06,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,15,48.73,28703.61,600.23,No,Yes,No,Not Applicable,Too many ads,0
45,F,Town,No Membership,2015-04-05,Yes,CID33087,Without Offers,Desktop,Fiber_Optic,21,174.73,28985.79,556.65,Yes,No,No,Not Applicable,Poor Website,1
30,F,Town,Basic Membership,2017-06-22,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,3,84.88,36360.03,686.28,No,Yes,No,Not Applicable,No reason specified,1
57,F,Town,Basic Membership,2017-06-17,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,5,290.5,5669.67,671.01,No,Yes,Yes,Solved in Follow-up,Poor Website,1
29,F,Town,Basic Membership,2017-03-07,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,10,59.89,14872.36,571.52,No,Yes,No,Not Applicable,No reason specified,1
25,F,Town,No Membership,2016-04-25,Yes,CID51719,Credit/Debit Card Offers,Smartphone,Wi-Fi,9,108.5,9514.51,618.84,Yes,No,No,Not Applicable,Too many ads,0
61,F,City,No Membership,2016-06-14,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,8,252.18,35174.96,698.96,Yes,Yes,Yes,Unsolved,Poor Website,1
64,M,Town,No Membership,2016-03-16,No,xxxxxxxx,Without Offers,?,Wi-Fi,11,215.81,44262.64,719.69,Yes,No,Yes,Solved,Poor Customer Service,1
16,F,Town,Platinum Membership,2016-03-19,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9,362.39,21331.46,773.88,Yes,No,No,Not Applicable,Poor Product Quality,1
48,M,City,Basic Membership,2015-12-11,Yes,CID41220,Without Offers,Smartphone,Fiber_Optic,20,261.11,35572.07,645.4,Yes,No,Yes,Solved,Too many ads,1
33,F,Town,No Membership,2016-04-29,Yes,CID54960,Gift Vouchers/Coupons,Smartphone,Wi-Fi,8,118.73,34322.26,697.42,Yes,No,No,Not Applicable,Poor Product Quality,0
21,M,City,No Membership,2017-08-12,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,14,134.26,49853.25,622.23,No,Yes,Yes,Solved in Follow-up,No reason specified,1
26,M,City,Basic Membership,2017-06-29,Yes,CID46731,Without Offers,Smartphone,Wi-Fi,22,159.86,38142.48,4.14529825932487e+16,Yes,No,Yes,No Information Available,Too many ads,1
61,F,Town,Premium Membership,2016-06-30,?,CID9822,Without Offers,Smartphone,Wi-Fi,20,283.54,23091.37,3512192758184010.0,No,Yes,Yes,Solved,Poor Customer Service,0
56,F,Town,Gold Membership,2016-08-20,Yes,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,10,101.81,5172.8,780.28,Yes,No,Yes,Solved in Follow-up,Too many ads,1
48,F,Town,Premium Membership,2017-08-16,Yes,CID42779,Gift Vouchers/Coupons,Smartphone,Wi-Fi,2,30.35,21011.9,798.19,Yes,No,No,Not Applicable,Poor Customer Service,1
31,F,City,Silver Membership,2015-12-29,Yes,CID13109,Without Offers,?,Fiber_Optic,15,-8133267042182900.0,9695.12,741.72,Yes,No,Yes,Solved in Follow-up,Too many ads,1
12,F,City,Premium Membership,2015-06-13,Yes,CID1204,Gift Vouchers/Coupons,Smartphone,Wi-Fi,11,231.08,3615.18,781.66,No,Yes,Yes,Solved,Too many ads,1
58,M,City,No Membership,2017-03-25,?,CID32405,Gift Vouchers/Coupons,Both,Wi-Fi,11,405.48,47860.81,506.76,Yes,No,No,Not Applicable,Poor Product Quality,1
39,M,Village,Silver Membership,2015-10-31,Yes,CID37298,Without Offers,Smartphone,Wi-Fi,7,31.04,21831.9,674.64,Yes,No,No,Not Applicable,No reason specified,1
33,F,City,Premium Membership,2015-02-18,Yes,CID20117,Gift Vouchers/Coupons,Smartphone,Wi-Fi,11,1.02490235437888e+16,91596.79,760.36,No,Yes,Yes,Unsolved,User Friendly Website,0
13,M,Town,Gold Membership,2015-09-02,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,3,144.29,31418.1,716.94,No,Yes,Yes,No Information Available,No reason specified,1
16,M,Town,No Membership,2016-07-03,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,6,1763470667783350.0,49137.43,564.18,Yes,No,Yes,Solved in Follow-up,Poor Website,1
16,F,City,Platinum Membership,2016-02-22,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,-999,322.96,46072.72,800.27,Yes,No,No,Not Applicable,Products always in Stock,0
14,M,City,No Membership,2017-09-27,?,CID28516,Without Offers,Desktop,Mobile_Data,-999,585.27,14652.06,639.64,No,Yes,No,Not Applicable,Poor Product Quality,1
47,F,Town,Basic Membership,2015-03-18,Yes,CID41529,Credit/Debit Card Offers,Desktop,Mobile_Data,17,277.43,39247.88,529.49,No,Yes,No,Not Applicable,Poor Customer Service,1
14,F,Village,Platinum Membership,2016-10-06,?,CID57615,Without Offers,Desktop,Mobile_Data,-999,75.51,42805.68,771.46,No,Yes,Yes,Solved,No reason specified,1
48,M,City,Basic Membership,2016-11-06,?,CID17781,Gift Vouchers/Coupons,Desktop,Mobile_Data,23,-7124648865405120.0,37369.98,712.48,No,Yes,Yes,Solved,Poor Website,1
13,F,Town,Basic Membership,2016-05-16,Yes,CID41523,Without Offers,Desktop,Mobile_Data,7,129.38,41882.03,639.72,No,Yes,Yes,Unsolved,Poor Product Quality,1
64,M,Town,Silver Membership,2015-09-07,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,11,316.32,64725.44,781.03,Yes,Yes,No,Not Applicable,Quality Customer Care,0
55,M,Town,Gold Membership,2015-06-12,Yes,CID35941,Credit/Debit Card Offers,Desktop,Fiber_Optic,13,-1.3589827673215e+16,2311.1,695.75,No,Yes,Yes,Unsolved,Poor Product Quality,1
29,M,Town,Premium Membership,2017-03-11,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,2,351.73,48161.36,784.55,No,Yes,Yes,Solved,User Friendly Website,0
32,F,Village,Basic Membership,2015-09-26,No,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,17,361.77,3996.21,579.71,Yes,No,Yes,Solved in Follow-up,Poor Website,1
44,M,City,Gold Membership,2016-09-01,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,10,138.35,24816.84,716.64,No,Yes,Yes,Solved,Poor Website,1
31,F,Town,Basic Membership,2016-09-27,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,20,31.74,9563.24,544.28,No,Yes,Yes,Solved in Follow-up,No reason specified,0
38,F,Town,Gold Membership,2016-07-04,Yes,CID935,Credit/Debit Card Offers,Smartphone,Wi-Fi,7,154.74,14810.67,604.73,No,Yes,No,Not Applicable,Poor Website,1
57,F,Town,Basic Membership,2015-07-02,?,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,8,714.78,13274.49,587.34,Yes,Yes,No,Not Applicable,No reason specified,1
64,M,Town,No Membership,2016-03-03,No,xxxxxxxx,Without Offers,?,Fiber_Optic,10,194.33,49366.37,693.18,Yes,No,No,Not Applicable,Poor Product Quality,1
22,M,City,No Membership,2015-07-13,?,CID21995,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,-999,362.83,6204.84,689.73,Yes,No,Yes,Solved in Follow-up,Too many ads,1
17,F,Town,Silver Membership,2017-03-30,Yes,CID26778,Without Offers,Desktop,Fiber_Optic,17,243.83,15694.48,662.27,No,Yes,No,Not Applicable,Poor Website,1
49,F,Town,Silver Membership,2016-03-08,Yes,CID30367,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16,145.04,7065.76,8998828486700260.0,Yes,No,Yes,Solved,Poor Website,1
11,M,City,Platinum Membership,2016-11-19,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,10,-6005860057081720.0,16426.6,710.85,No,Yes,Yes,No Information Available,Too many ads,1
38,F,City,Premium Membership,2016-12-17,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,5,313.08,40454.74,762.27,Yes,No,Yes,Unsolved,Poor Website,1
49,F,City,Silver Membership,2017-05-11,?,CID7545,Without Offers,Smartphone,Mobile_Data,15,195.15,27210.0,760.74,No,Yes,No,Not Applicable,Too many ads,1
39,F,City,Premium Membership,2017-01-11,Yes,CID63129,Gift Vouchers/Coupons,Desktop,Wi-Fi,16,89.83,27385.32,774.96,Yes,No,Yes,Solved in Follow-up,No reason specified,1
50,F,City,Platinum Membership,2015-09-25,Yes,CID24108,Credit/Debit Card Offers,Smartphone,Wi-Fi,7,30.68,41522.1,758.99,Yes,No,Yes,No Information Available,No reason specified,1
32,M,City,Silver Membership,2016-07-13,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,7,-7677169154346180.0,40076.46,1.03004631839818e+16,No,Yes,Yes,Solved in Follow-up,Poor Website,1
52,M,City,Platinum Membership,2017-08-07,Yes,CID6289,Gift Vouchers/Coupons,Desktop,Fiber_Optic,14,499.62,36416.82,769.81,Yes,Yes,Yes,Unsolved,Poor Product Quality,1
35,F,City,Gold Membership,2016-02-23,No,xxxxxxxx,Without Offers,?,Fiber_Optic,16,31.0,15525.51,678.32,Yes,No,Yes,Unsolved,Poor Website,1
22,M,Village,Platinum Membership,2017-06-06,Yes,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,15,105205726032773.0,15837.69,784.73,No,Yes,Yes,Unsolved,Poor Customer Service,1
54,F,City,Platinum Membership,2017-08-09,Yes,CID23964,Without Offers,?,Wi-Fi,17,143.16,7291.64,736.53,No,Yes,No,Not Applicable,No reason specified,1
12,M,City,Silver Membership,2017-07-14,Yes,CID27639,Without Offers,?,Mobile_Data,16,117.46,30325.81,708.71,No,Yes,Yes,Solved,Poor Customer Service,1
56,F,Town,Silver Membership,2017-01-05,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,14,31.11,81145.13,713.25,Yes,Yes,Yes,Solved in Follow-up,Products always in Stock,0
28,M,Town,Gold Membership,2017-08-04,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,6,270.34,68886.98,765.88,Yes,No,No,Not Applicable,User Friendly Website,0
20,F,Town,Platinum Membership,2015-04-27,Yes,CID56411,Credit/Debit Card Offers,?,Fiber_Optic,1,1254.21,89110.66,818.3,Yes,Yes,Yes,Solved,Reasonable Price,0
22,F,Town,Gold Membership,2015-10-07,Yes,xxxxxxxx,Without Offers,Both,Fiber_Optic,14,599.9,34045.25,669.17,Yes,Yes,Yes,No Information Available,Poor Website,1
50,F,City,Silver Membership,2017-12-04,Yes,CID10753,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10,109.35,25880.01,718.07,Yes,No,Yes,Solved in Follow-up,No reason specified,1
34,F,Village,No Membership,2017-06-12,Yes,xxxxxxxx,Without Offers,Both,Mobile_Data,5,840.3,44680.85,563.66,Yes,Yes,No,Not Applicable,Too many ads,1
14,F,Town,Basic Membership,2016-06-02,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,11,492.82,3390.37,654.5,Yes,No,No,Not Applicable,Too many ads,1
21,F,Town,Gold Membership,2017-10-21,No,xxxxxxxx,Without Offers,?,Fiber_Optic,23,336.98,11982.7,771.21,No,Yes,No,Not Applicable,Too many ads,1
38,M,Town,Platinum Membership,2016-05-22,Yes,CID26303,Without Offers,Desktop,Fiber_Optic,25,133.84,2461.6,767.77,No,Yes,No,Not Applicable,No reason specified,1
44,M,Village,Premium Membership,2015-10-30,Yes,CID59542,Gift Vouchers/Coupons,Both,Wi-Fi,13,616.58,37880.16,-243016691608458.0,No,Yes,No,Not Applicable,Too many ads,1
57,F,Town,Gold Membership,2015-03-09,Yes,CID60379,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18,190.67,14067.0,760.96,No,Yes,Yes,Solved,Products always in Stock,0
12,F,Town,Basic Membership,2016-09-12,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,7,116.78,6283.87,3072380943241720.0,Yes,No,Yes,Solved,Too many ads,1
50,F,Town,Premium Membership,2015-06-24,Yes,CID49056,Credit/Debit Card Offers,?,Mobile_Data,24,60.72,34725.2,718.23,Yes,No,Yes,Solved,Poor Product Quality,1
38,F,City,No Membership,2017-10-14,Yes,CID30054,Without Offers,Both,Mobile_Data,8,533.26,25062.36,561.73,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
62,F,City,Silver Membership,2017-09-17,No,xxxxxxxx,Without Offers,?,Mobile_Data,15,495.81,40033.64,626.45,No,Yes,Yes,No Information Available,Poor Customer Service,1
56,F,City,Silver Membership,2015-11-26,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,8,50.53,22919.56,768.95,No,Yes,No,Not Applicable,Poor Website,1
59,F,Village,No Membership,2015-03-08,Yes,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,7,122.29,30219.88,3107686765176730.0,No,Yes,No,Not Applicable,Poor Customer Service,1
22,M,Town,Platinum Membership,2015-08-31,?,CID31150,Without Offers,Desktop,Wi-Fi,13,104.54,14835.35,720.74,No,Yes,Yes,No Information Available,Products always in Stock,0
31,F,City,Silver Membership,2017-04-24,Yes,CID11535,Credit/Debit Card Offers,Both,Fiber_Optic,15,592.4,22997.97,698.94,No,Yes,Yes,Solved in Follow-up,Poor Website,1
25,M,Village,Premium Membership,2015-06-17,No,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,12,-9012962474209230.0,10340.96,735.18,Yes,No,No,Not Applicable,User Friendly Website,0
21,M,City,Gold Membership,2015-02-15,?,CID28925,Gift Vouchers/Coupons,?,Mobile_Data,-999,135.58,44252.71,780.84,No,Yes,No,Not Applicable,Quality Customer Care,0
53,F,City,Gold Membership,2015-10-28,Yes,CID55002,Without Offers,Desktop,Wi-Fi,15,52.32,37874.11,605.12,No,Yes,No,Not Applicable,No reason specified,1
40,F,Town,Platinum Membership,2015-06-30,Yes,CID49598,Without Offers,?,Fiber_Optic,3,130.67,28973.24,1245341571055980.0,Yes,No,No,Not Applicable,Poor Customer Service,1
52,F,Town,Premium Membership,2015-03-06,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21,272.39,9680.59,727.06,Yes,No,No,Not Applicable,Poor Product Quality,1
32,F,City,Silver Membership,2017-11-28,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,6,31.38,49723.11,600.83,Yes,No,No,Not Applicable,Poor Website,1
32,M,Town,Basic Membership,2015-03-31,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,21,135.06,11858.5,5.9407068477525e+16,Yes,No,Yes,No Information Available,Poor Website,1
47,M,Town,No Membership,2017-12-09,Yes,CID16844,Credit/Debit Card Offers,?,Fiber_Optic,11,100.15,22411.04,679.45,Yes,No,No,Not Applicable,Too many ads,1
48,M,City,No Membership,2017-11-04,?,CID39071,Without Offers,Desktop,Mobile_Data,-999,73.03,32168.8,698.28,Yes,No,No,Not Applicable,Poor Customer Service,1
30,M,Village,Premium Membership,2015-03-29,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,18,146.47,44067.0,828.89,No,Yes,Yes,No Information Available,Products always in Stock,0
14,F,Town,Premium Membership,2015-09-02,?,CID29711,Without Offers,Both,Wi-Fi,10,448.15,27100.11,511637047770842.0,Yes,No,No,Not Applicable,Poor Website,1
28,M,City,No Membership,2016-10-18,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,13,30.39,25190.75,627.13,Yes,No,Yes,Solved,Poor Customer Service,1
19,M,City,No Membership,2016-07-17,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,10,239.21,11927.96,634.71,No,Yes,No,Not Applicable,Poor Customer Service,1
32,F,City,No Membership,2017-02-08,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,14,101.52,45720.73,646.53,Yes,No,Yes,Unsolved,Poor Website,1
14,M,Village,No Membership,2017-07-27,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,22,256.41,18786.39,709.21,No,Yes,Yes,Solved,Poor Customer Service,1
56,M,Town,Basic Membership,2016-01-25,Yes,CID18794,Gift Vouchers/Coupons,Smartphone,Wi-Fi,3,81.89,48767.13,505.81,No,Yes,No,Not Applicable,Poor Product Quality,1
47,F,Town,Premium Membership,2017-05-07,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,15,-9066222808572300.0,23658.91,727.22,No,Yes,Yes,Solved,Poor Customer Service,1
60,M,Village,No Membership,2015-03-11,?,CID38111,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12,-8189310366906970.0,14451.7,639.71,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
26,F,Town,Basic Membership,2017-02-03,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,14,206.75,6722.04,543.27,Yes,Yes,No,Not Applicable,Too many ads,1
51,M,Town,No Membership,2016-01-14,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,23,368.75,12890.0,679.41,Yes,Yes,No,Not Applicable,Too many ads,1
49,M,Town,Basic Membership,2015-09-07,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,19,-7809671756312570.0,47736.96,502.06,No,Yes,No,Not Applicable,Poor Product Quality,1
43,F,Town,Gold Membership,2015-03-08,Yes,CID4699,Credit/Debit Card Offers,Desktop,Wi-Fi,13,516.94,32453.39,616.24,Yes,No,No,Not Applicable,Poor Customer Service,1
10,F,Town,Platinum Membership,2017-07-09,Yes,CID18589,Without Offers,Both,Wi-Fi,12,897.8,32191.36,722.64,No,Yes,No,Not Applicable,Poor Product Quality,1
60,F,City,Gold Membership,2017-01-15,Yes,CID49717,Gift Vouchers/Coupons,Desktop,Wi-Fi,18,238.78,3266.39,684.5,Yes,No,Yes,Unsolved,Too many ads,1
49,F,City,Gold Membership,2017-08-14,Yes,CID31101,Gift Vouchers/Coupons,Desktop,Wi-Fi,13,812.54,18557.23,714.76,Yes,Yes,No,Not Applicable,No reason specified,1
39,F,Town,Gold Membership,2015-08-10,Yes,CID46744,Credit/Debit Card Offers,Both,Fiber_Optic,22,401.9,41500.08,3679336047488640.0,Yes,No,No,Not Applicable,Reasonable Price,0
36,F,Town,Basic Membership,2015-07-05,?,CID33082,Gift Vouchers/Coupons,Both,Wi-Fi,16,872.56,32642.69,678.98,Yes,Yes,No,Not Applicable,No reason specified,1
